,ARKK,FNGU,FSK,GGB,GOGL,IEP,IVR,KIROY,LIFZF,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TLT,USOI,VALE,ZIM
ORC,0.006888516226610503,0.018393365520930422,0.003003976722675786,0.0009553364632706488,0.0015799366076882212,0.0015633394713569124,0.013866526551517957,0.0015890111550609656,0.002019091255141135,0.0016325889564195613,0.007698024151661367,0.00254342704814274,0.0016626110699498376,0.0017972267985155177,0.00014105769254023877,0.009588945500277321,0.0006077467125599946,4.470468925878076e-05,0.0027140844815505476,0.005472851328442591
PBR,0.0038224626667150894,0.01636884925927512,0.00444255094796738,0.00277590346119811,0.004636538360167925,0.0027151842728255866,0.005229654898265195,0.0070398706272479005,0.004757828383330843,0.0099233633333619,0.00254342704814274,0.015806980459743204,0.0019393636611044038,0.004394499133670752,3.7288442791209385e-05,0.009452480833773808,0.00028758061909659496,0.001991365362415385,0.009086485876172255,0.010412341600266772
RYLD,0.004405901074090203,0.011813618806956964,0.0014636034218261703,0.0006513704036087919,0.0008177038538874988,0.0008627064405475433,0.003693964440536225,0.0018483222447449712,0.0014181191390761456,0.001933378035174468,0.0016626110699498376,0.0019393636611044038,0.001113463926766569,0.0008136242185770687,1.8387997734591095e-05,0.00584335249865113,1.9474772656748007e-05,0.00020933362861017286,0.0017925689158604023,0.002729564868541217
SBLK,0.002162604533083889,0.008971926052553572,0.0022902143164524836,0.0013367867174207903,0.00477924124250792,0.0010169676909848888,0.001874299553043175,0.0029556176222779416,0.0026877028111761785,0.004167574748320104,0.0017972267985155177,0.004394499133670752,0.0008136242185770687,0.005690307838928947,-6.924730541614387e-05,0.004592898429533998,-0.0006074475880124752,0.0007359856923603508,0.003492291670738277,0.00943759059948936
SHY,0.00028681349829094547,0.00039680429099590137,-1.4679573904459188e-05,1.8553737604531117e-05,-5.278041204195081e-05,-1.4992871873868719e-05,0.0003902874256037831,7.144575432965418e-05,4.9267651875323036e-05,6.413656215306751e-05,0.00014105769254023877,3.7288442791209385e-05,1.8387997734591095e-05,-6.924730541614387e-05,5.2400132513223084e-05,0.00023860840654938963,0.0002766409016201209,2.3883292348329652e-05,9.5448538744568e-05,9.673296476246109e-05
SOXL,0.028640271409172913,0.08324016858627224,0.009033345457962558,0.004334184382412622,0.004042410915625247,0.004660226789434999,0.02193579044325441,0.012102618411704494,0.008747845475362257,0.013407374228267242,0.009588945500277321,0.009452480833773808,0.00584335249865113,0.004592898429533998,0.00023860840654938963,0.04331688113564805,-3.050821895543041e-07,0.0015220554675161745,0.010864936984779057,0.018548488983442912
TLT,0.00021875988640652192,-0.0017820470483181918,9.0639041128574e-05,-0.0001775225954743774,-0.0004970475646546101,-5.478865082605858e-05,0.002992030678373973,-0.0006121447762839211,-0.00020142376781749207,0.00014669699724239492,0.0006077467125599946,0.00028758061909659496,1.9474772656748007e-05,-0.0006074475880124752,0.0002766409016201209,-3.050821895543041e-07,0.0034599986533378844,-0.00010221339866520177,0.0008513833524977892,4.360598033188487e-05
USOI,5.3326887699683384e-05,0.0026510737771843333,7.348084048712961e-05,0.0005146312496958214,0.0008917188300045283,0.0004900638428149413,0.0006196362061201791,0.0012073184306394722,0.0013146747029459025,0.002307586089503107,4.470468925878076e-05,0.001991365362415385,0.00020933362861017286,0.0007359856923603508,2.3883292348329652e-05,0.0015220554675161745,-0.00010221339866520177,0.0017511790509115183,0.0019041808308872582,0.0010224248343167742
VALE,0.005251348953193742,0.0224405936535439,0.003756232976916509,0.003660819971069158,0.0039301289247543995,0.002108345883087781,0.008058357509751398,0.010851791832283568,0.005955341448911101,0.009100884046795021,0.0027140844815505476,0.009086485876172255,0.0017925689158604023,0.003492291670738277,9.5448538744568e-05,0.010864936984779057,0.0008513833524977892,0.0019041808308872582,0.01305116190621714,0.01055227262392467
ZIM,0.011030140846716881,0.030221721498653722,0.005616829633950385,0.004263665363115951,0.008422636586289162,0.002692589348691944,0.010067073853497746,0.005918795496863791,0.006748382910017074,0.010322347308327127,0.005472851328442591,0.010412341600266772,0.002729564868541217,0.00943759059948936,9.673296476246109e-05,0.018548488983442912,4.360598033188487e-05,0.0010224248343167742,0.01055227262392467,0.030869081152268354
