,ARKK,FNGU,FSK,GGB,GOGL,IEP,IVR,KIROY,LIFZF,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TLT,USOI,VALE,ZIM
ORC,0.002509249218321804,0.011852134021488459,0.002551579916420457,0.0027086703552872274,0.002450889556041227,0.0004601279976923827,0.0041897046511172875,0.0010860117067914418,0.002515692945762966,0.0008488938910416143,0.004886092750979702,0.0020337497285499587,0.0021325151806322207,0.0036571012553854774,4.943106255884755e-05,0.004797113877943899,0.0004348565455620426,3.267281240002531e-05,0.0022872028218854272,0.0028893044577266197
PBR,0.001848773333888006,0.013449337880647312,0.004610277212761035,0.00962663644334992,0.008646424708584803,0.0009258778426412909,0.0020359243362259513,0.005833995019893868,0.006925039442858912,0.006664508898296468,0.0020337497285499587,0.015383424232200358,0.0030899533120622505,0.010479284670165984,3.005847409018236e-05,0.006083211768265425,0.00024688084099260476,0.0019304807616515355,0.008826959522996903,0.0064360069219539275
RYLD,0.0033388123858308616,0.015612375921168525,0.002489677348411732,0.003704542004555207,0.002553829398502675,0.0005116075265655706,0.002256141531098605,0.0026361668896963137,0.0035096920202179554,0.0021935173296247492,0.0021325151806322207,0.0030899533120622505,0.0028904410181885393,0.0033880474623722763,1.3478530893166477e-05,0.005966222588505676,4.0818332705141704e-05,0.0002777173385155662,0.0030852554221927632,0.003059158700524498
SBLK,0.002710771495782037,0.018934349154564722,0.006137097794607707,0.012115028140409463,0.02439758081979413,0.0009070234500637429,0.00214718202608275,0.007046381278391104,0.010437604874964593,0.007443957984992396,0.0036571012553854774,0.010479284670165984,0.0033880474623722763,0.039431149754764555,-8.290034406835655e-05,0.007536603248378947,-0.0013666685807367715,0.0016332897990442453,0.00924229796464081,0.01744977572432807
SHY,6.875339842240234e-05,0.0001558085603436089,-1.1759148318566866e-05,3.25800127422364e-05,-5.230414415516671e-05,-2.9194062289998687e-06,6.935556034454633e-05,3.654208066932451e-05,3.8902505504517587e-05,3.273440916473648e-05,4.943106255884755e-05,3.005847409018236e-05,1.3478530893166477e-05,-8.290034406835655e-05,1.4196760239282096e-05,7.443949232436199e-05,0.00014274592677252765,1.5000730501066188e-05,6.097297907221985e-05,4.471327919835113e-05
SOXL,0.00844836119316277,0.04284399224557243,0.006007636768013074,0.009725365777661126,0.00483815087400073,0.0010937415190530539,0.005388748892008833,0.007000931107910206,0.008600357997447355,0.006132340967463802,0.004797113877943899,0.006083211768265425,0.005966222588505676,0.007536603248378947,7.443949232436199e-05,0.017295773933785456,7.993061822235119e-05,0.0008687553036896738,0.007598672561629569,0.008325917764408785
TLT,0.0002205080235234795,-0.0010317337097406575,0.00010419604199744291,-0.0006091713901757454,-0.0008567186497265114,-1.1167204452370663e-05,0.0009883891147093556,-0.00048672826282361516,-0.00034088316233508916,0.0001702343951960742,0.0004348565455620426,0.00024688084099260476,4.0818332705141704e-05,-0.0013666685807367715,0.00014274592677252765,7.993061822235119e-05,0.003461421412653831,-0.00021062163338763103,0.0010243790327588722,0.00032699691753273205
USOI,-5.189136188463968e-05,0.001744622951554034,4.931357068368044e-05,0.001650524111897094,0.001614967167418997,0.00014644594633473763,0.00018108416281310924,0.0007337856984219653,0.001867952948083506,0.0014749308477769766,3.267281240002531e-05,0.0019304807616515355,0.0002777173385155662,0.0016332897990442453,1.5000730501066188e-05,0.0008687553036896738,-0.00021062163338763103,0.0016977917097411198,0.0016362430651523457,0.00021151283638465009
VALE,0.002922397942624291,0.020643062475764994,0.0041841183708959916,0.01382702921822406,0.008012771619255515,0.0007847236621934943,0.003170129825030419,0.010214980276973451,0.009490511438436362,0.006656085148431473,0.0022872028218854272,0.008826959522996903,0.0030852554221927632,0.00924229796464081,6.097297907221985e-05,0.007598672561629569,0.0010243790327588722,0.0016362430651523457,0.014676579377096825,0.00783161565189737
ZIM,0.003936513481891997,0.018066851388487556,0.004012818447016758,0.010368319928166135,0.01140828771706377,0.0006707057085183113,0.002548399673667603,0.0038626167094044555,0.006874718530400841,0.005018528821651863,0.0028893044577266197,0.0064360069219539275,0.003059158700524498,0.01744977572432807,4.471327919835113e-05,0.008325917764408785,0.00032699691753273205,0.00021151283638465009,0.00783161565189737,0.015851107454413683
